name,crunchlink,category,country,state,city,round,date,year,money
IROA Technologies,/organization/iroa-technologies,Biotechnology,USA,MI,Ann Arbor,venture,2013-04-01,2013,"700,000"
ISI Life Sciences,/organization/isi-life-sciences,Biotechnology,USA,CA,Newport Beach,venture,2013-04-01,2013,"354,125"
ISIGN Media,/organization/isign-media,Mobile,CAN,ON,Richmond Hill,venture,2013-04-01,2013,"249,168"
Ivera Medical,/organization/ivera-medical,Biotechnology,USA,CA,San Diego,venture,2013-04-01,2013,"2,799,152"
ivWatch,/organization/ivwatch,Hardware + Software,USA,VA,Williamsburg,venture,2013-04-01,2013,"2,835,003"
Jackrabbit,/organization/jackrabbit,Clean Technology,USA,CA,Ripon,venture,2013-04-01,2013,"17,700,000"
Just Sing It,/organization/anyonegame,Games,USA,NY,New York,venture,2013-04-01,2013,"1,000,000"
Kazaana,/organization/kazaana-com,Web Development,USA,CA,Menlo Park,A,2013-04-01,2013,"3,975,000"
Kicksend,/organization/kicksend,File Sharing,USA,CA,Mountain View,seed,2013-04-01,2013,"1,000,000"
Kigo,/organization/kigo,Travel,USA,PA,Philadelphia,A,2013-04-01,2013,"1,800,000"
Kiind.me,/organization/kiind-me,Gift Card,CAN,BC,Victoria,seed,2013-04-01,2013,"300,000"
Kik,/organization/kik-interactive,Mobile,CAN,ON,Waterloo,B,2013-04-01,2013,"19,500,000"
Kindful,/organization/kindful,CRM,USA,TN,Nashville,seed,2013-04-01,2013,"250,000"
Kitchensurfing,/organization/kitchensurfing,Hospitality,USA,NY,Brooklyn,A,2013-04-01,2013,"3,500,000"
Klooff,/organization/klooff,News,USA,NY,New York,angel,2013-04-01,2013,"118,000"
Kout,/organization/kout,Online Shopping,USA,CA,San Francisco,venture,2013-04-01,2013,"1,600,000"
KUBOO,/organization/kuboo,Games,USA,AZ,Scottsdale,venture,2013-04-01,2013,"2,117,442"
Lagoa,/organization/lagoa,Games,CAN,QC,Montréal,seed,2013-04-01,2013,"1,600,000"
Lagrange Systems,/organization/lagrange-systems,Enterprise Software,USA,CO,Boulder,venture,2013-04-01,2013,"2,839,998"
Lastline,/organization/lastline,Security,USA,CA,Redwood City,A,2013-04-01,2013,"900,000"
Lastline,/organization/lastline,Security,USA,CA,Redwood City,venture,2013-04-01,2013,"2,800,000"
LearnSprout,/organization/learnsprout,Education,USA,CA,San Francisco,seed,2013-04-01,2013,"500,000"
LearnZillion,/organization/learnzillion,Education,USA,DC,Washington,A,2013-04-01,2013,"7,000,000"
LevelEleven,/organization/leveleleven,Gamification,USA,MI,Detroit,seed,2013-04-01,2013,"500,000"
LifeIMAGE,/organization/lifeimage,Health Care,USA,MA,Newton,C,2013-04-01,2013,"35,632,090"
LifeNexus,/organization/lifenexus,Hardware + Software,USA,CA,San Francisco,venture,2013-04-01,2013,"1,549,600"
Litigain,/organization/litigain,Legal,USA,NY,New York,seed,2013-04-01,2013,"250,000"
Local Corporation,/organization/local-corporation,Advertising,USA,CA,Irvine,venture,2013-04-01,2013,"5,000,000"
Local Market Launch,/organization/local-market-launch,Local,USA,CA,Santa Barbara,A,2013-04-01,2013,"1,500,000"
Lookingglass Cyber Solutions,/organization/lookingglass-cyber-solutions,Security,USA,MD,Baltimore,venture,2013-04-01,2013,"7,451,650"
"Lucidity Lights, Inc.",/organization/lucidity-lights,Energy Efficiency,USA,MA,Cambridge,venture,2013-04-01,2013,"8,434,040"
"Lumesis, Inc.",/organization/lumesis,Analytics,USA,CT,Stamford,seed,2013-04-01,2013,"1,981,872"
Madefire,/organization/madefire,Mobile,USA,CA,Berkeley,venture,2013-04-01,2013,"3,500,000"
Maker Media,/organization/maker-media,DIY,USA,CA,Sebastopol,venture,2013-04-01,2013,"3,050,000"
MarketShare,/organization/marketshare,Analytics,USA,CA,Los Angeles,venture,2013-04-01,2013,"38,000,000"
MarkLogic,/organization/marklogic,Enterprise Software,USA,CA,San Carlos,E,2013-04-01,2013,"25,725,481"
Mati Therapeutics,/organization/mati-therapeutics,Biotechnology,USA,TX,Austin,venture,2013-04-01,2013,"1,310,000"
Mavenlink,/organization/mavenlink-com,Project Management,USA,CA,Irvine,venture,2013-04-01,2013,"2,029,415"
Maxeler Technologies,/organization/maxeler-technologies,Web Hosting,USA,CA,Palo Alto,venture,2013-04-01,2013,"1,998,990"
Maxtena,/organization/maxtena,Mobile,USA,MD,Rockville,seed,2013-04-01,2013,"1,010,000"
MC10,/organization/mc10,Health and Wellness,USA,MA,Cambridge,C,2013-04-01,2013,"8,000,000"
Meal Ticket,/organization/meal-ticket,Restaurants,USA,ID,Boise,A,2013-04-01,2013,"750,000"
MedeFile International,/organization/medefile-international,Health and Wellness,USA,FL,Boca Raton,venture,2013-04-01,2013,"400,000"
Medicalis,/organization/medicalis,Enterprise Software,CAN,ON,Toronto,venture,2013-04-01,2013,"2,500,000"
Meerkat,/organization/meerkat,Video Streaming,USA,CA,San Francisco,seed,2013-04-01,2013,"200,000"
Meggatel,/organization/meggatel,Mobile,USA,TX,Southlake,seed,2013-04-01,2013,"2,225,623"
Mercury Continuity,/organization/mercury-continuity,Web Hosting,USA,DC,Washington,seed,2013-04-01,2013,"230,000"
MeterHero,/organization/meterhero,Software,USA,CA,Oakland,seed,2013-04-01,2013,"150,000"
Metromile,/organization/metromile,Technology,USA,CA,San Francisco,B,2013-04-01,2013,"10,000,000"
Microbion,/organization/microbion,Biotechnology,USA,MT,Bozeman,venture,2013-04-01,2013,"1,246,025"
MightyHive,/organization/mightyhive,Advertising,USA,CA,San Francisco,seed,2013-04-01,2013,"1,000,000"
Mobile Experience,/organization/mobile-experience,Mobile,USA,WA,Renton,seed,2013-04-01,2013,"400,000"
Mobile Experience,/organization/mobile-experience,Mobile,USA,WA,Renton,seed,2013-04-01,2013,"350,000"
Mobile Labs,/organization/mobile-labs,Mobile,USA,GA,Atlanta,A,2013-04-01,2013,"2,962,730"
Mobile Media Partners,/organization/mobile-media-partners,Mobile,USA,NJ,Hasbrouck Heights,venture,2013-04-01,2013,"1,065,000"
Moki,/organization/mokimobility,Mobile,USA,UT,Lehi,seed,2013-04-01,2013,"2,133,950"
Moleculin,/organization/moleculin,Biotechnology,USA,TX,Houston,venture,2013-04-01,2013,"1,527,465"
Motif Investing,/organization/motif-investing,Finance,USA,CA,San Mateo,C,2013-04-01,2013,"25,000,000"
My Health Direct,/organization/my-health-direct,Curated Web,USA,WI,Brookfield,venture,2013-04-01,2013,"520,095"
Nanigans,/organization/nanigans,Social Media Marketing,USA,MA,Boston,A,2013-04-01,2013,"5,850,000"
NanoLumens,/organization/nanolumens,Hardware + Software,USA,GA,Norcross,venture,2013-04-01,2013,"2,345,000"
Narrative Science,/organization/narrative-science,Big Data,USA,IL,Chicago,venture,2013-04-01,2013,"550,000"
NASOFORM,/organization/nasoform,Biotechnology,USA,CA,Menlo Park,venture,2013-04-01,2013,"4,000,000"
Nativo,/organization/postrelease,Advertising,USA,CA,Long Beach,A,2013-04-01,2013,"4,450,000"
nChannel,/organization/nchannel,E-Commerce,USA,OH,Columbus,A,2013-04-01,2013,"2,400,000"
Neon Labs,/organization/neon-labs,Curated Web,USA,CA,San Francisco,seed,2013-04-01,2013,"625,000"
Netronome Systems,/organization/netronome-systems,Semiconductors,USA,CA,Santa Clara,E,2013-04-01,2013,"19,000,000"
Netsocket,/organization/netsocket,Networking,USA,TX,Plano,B,2013-04-01,2013,"9,200,000"
NeuralStem,/organization/neuralstem,Biotechnology,USA,MD,Rockville,venture,2013-04-01,2013,"1,778,000"
NewComLink,/organization/newcomlink,Finance,USA,TX,Austin,venture,2013-04-01,2013,"6,135,004"
Nexgate,/organization/social-iq-networks,Enterprise Software,USA,CA,Burlingame,A,2013-04-01,2013,"3,500,000"
Nitrous,/organization/nitrous-io,Software,USA,CA,San Francisco,seed,2013-04-01,2013,"1,000,000"
nuPSYS,/organization/nupsys,Computers,USA,CA,Menlo Park,venture,2013-04-01,2013,"5,000,000"
NVISION MEDICAL,/organization/nvision-medical,Biotechnology,USA,CA,San Francisco,A,2013-04-01,2013,"4,144,999"
Oink,/organization/oink-2,E-Commerce,USA,CA,Hermosa Beach,venture,2013-04-01,2013,"600,000"
Omedix,/organization/omedix,Enterprise Software,USA,AZ,Scottsdale,venture,2013-04-01,2013,"260,000"
Omni Water Solutions,/organization/omni-water-solutions,Clean Technology,USA,TX,Austin,venture,2013-04-01,2013,"4,000,000"
ONDiGO Mobile CRM,/organization/ondigo,Mobile,USA,CA,Palo Alto,angel,2013-04-01,2013,"100,000"
OneHealth Solutions,/organization/onerecovery,Game Mechanics,USA,CA,Solana Beach,B,2013-04-01,2013,"9,000,000"
Onshape,/organization/onshape-inc-,CAD,USA,MA,Cambridge,B,2013-04-01,2013,"25,000,000"
Open English,/organization/open-english,Education,USA,FL,Miami,D,2013-04-01,2013,"65,000,000"
Optimizely,/organization/optimizely,Software,USA,CA,San Francisco,A,2013-04-01,2013,"28,000,000"
Ordrx,/organization/ordr-in,Finance,USA,NY,New York,venture,2013-04-01,2013,"500,000"
Orthohub,/organization/orthohub,Biotechnology,USA,CA,Burlingame,venture,2013-04-01,2013,"109,000"
Ostara,/organization/ostara,Clean Technology,CAN,BC,Vancouver,venture,2013-04-01,2013,"13,000,000"
PA & Associates Healthcare,/organization/pa-associates-healthcare,Consulting,USA,MD,Lutherville Timonium,seed,2013-04-01,2013,"525,000"
PAAY,/organization/paay,Mobile,USA,NY,New York,venture,2013-04-01,2013,"150,000"
Paired Health,/organization/paired-health,Health and Wellness,USA,NC,Raleigh,seed,2013-04-01,2013,"500,000"
panOpen,/organization/panopen,Open Source,USA,NY,New York,seed,2013-04-01,2013,"750,000"
Patient Conversation Media,/organization/patient-conversation-media,Advertising,USA,TX,Austin,venture,2013-04-01,2013,"350,000"
Paybook,/organization/paybook,SaaS,USA,TX,Austin,angel,2013-04-01,2013,"300,000"
PayNearMe,/organization/paynearme,E-Commerce,USA,CA,Sunnyvale,venture,2013-04-01,2013,"2,100,000"
PBworks,/organization/pbworks,Enterprise Software,USA,CA,San Mateo,venture,2013-04-01,2013,"3,908,252"
Peek,/organization/peek-com,Tourism,USA,CA,San Francisco,venture,2013-04-01,2013,"500,000"
Peel,/organization/peel,Mobile,USA,CA,Mountain View,C,2013-04-01,2013,"20,000,000"
Pellet Technology USA,/organization/pellet-technology-usa,Manufacturing,USA,NE,Gretna,venture,2013-04-01,2013,"3,656,710"
Peloton Technology,/organization/peloton-technology,Heavy Industry,USA,CA,Menlo Park,seed,2013-04-01,2013,"900,000"
PeriGen,/organization/perigen,Health Care,USA,NJ,Cranbury,venture,2013-04-01,2013,"6,400,000"
Personal Capital,/organization/personal-capital,Finance,USA,CA,Redwood City,venture,2013-04-01,2013,"2,025,000"
PhoRent,/organization/phorent,E-Commerce,USA,CA,San Francisco,seed,2013-04-01,2013,"100,000"
PHYSICIANS IMMEDIATE CARE,/organization/physicians-immediate-care,Biotechnology,USA,IL,Rosamond,seed,2013-04-01,2013,"350,000"
Pickwick & Weller,/organization/pickwick-weller,E-Commerce,USA,CA,Culver City,venture,2013-04-01,2013,"2,000,000"
Pict,/organization/pict,E-Commerce,USA,CA,San Francisco,seed,2013-04-01,2013,"1,400,000"
Piggybackr,/organization/piggybackr,Sports,USA,CA,San Francisco,seed,2013-04-01,2013,"325,000"
PillPack,/organization/pillpack,Health Care,USA,MA,Cambridge,seed,2013-04-01,2013,"550,000"
Pinewood Social,/organization/pinewood-social,Restaurants,USA,TN,Nashville,seed,2013-04-01,2013,"1,150,000"
Pinta Biotherapeutics*,/organization/pinta-biotherapeutics,Biotechnology,USA,CA,Brisbane,venture,2013-04-01,2013,"4,294,000"
Piqora,/organization/piqora,Photography,USA,CA,San Mateo,seed,2013-04-01,2013,"2,100,000"
Pixability,/organization/pixability,Video Streaming,USA,MA,Boston,B,2013-04-01,2013,"4,110,157"
PlaceSpeak,/organization/placespeak,Social Media,CAN,BC,Vancouver,seed,2013-04-01,2013,"495,049"
Placester,/organization/placester,Real Estate,USA,MA,Boston,seed,2013-04-01,2013,"2,500,000"
Plain Vanilla,/organization/plain-vanilla,Mobile,USA,CA,San Francisco,A,2013-04-01,2013,"2,500,000"
PlaySquare,/organization/playsquare,Mobile,USA,NY,New York,seed,2013-04-01,2013,"660,000"
Pluribus Networks,/organization/pluribus-networks,Big Data,USA,CA,Palo Alto,C,2013-04-01,2013,"2,000,000"
PoachIt,/organization/poachit,Curated Web,USA,NY,New York,seed,2013-04-01,2013,"1,000,000"
Polaris Wireless,/organization/polaris-wireless,Mobile,USA,CA,Mountain View,C,2013-04-01,2013,"10,000,000"
PortalVu,/organization/portalvu,Social Media Platforms,CAN,ON,Pickering,seed,2013-04-01,2013,"200,000"
PPLCONNECT,/organization/pplconnect-inc,Mobile,CAN,QC,Montréal,seed,2013-04-01,2013,"1,000,000"
Precursor Energetics,/organization/precursor-energetics,Clean Technology,USA,CA,Santa Clara,venture,2013-04-01,2013,"6,500,000"
PrePlay,/organization/preplay,Games,USA,NY,New York,B,2013-04-01,2013,"4,700,000"
PresenceLearning,/organization/presencelearning,Education,USA,CA,San Francisco,venture,2013-04-01,2013,"8,000,000"
Private Practice,/organization/private-practice,Software,USA,VA,Charlottesville,venture,2013-04-01,2013,"414,957"
ProcessUnity,/organization/processunity,Software,USA,MA,Concord,C,2013-04-01,2013,"5,000,000"
Programmr,/organization/programmr,Education,USA,NY,New York,seed,2013-04-01,2013,"150,000"
Propeller Health,/organization/propellerhealth,Health Care,USA,WI,Madison,A,2013-04-01,2013,"5,000,000"
Propeller Health,/organization/propellerhealth,Health Care,USA,WI,Madison,seed,2013-04-01,2013,"6,958,200"
Provista Diagnostics,/organization/provista-diagnostics,Biotechnology,USA,NY,New York,A,2013-04-01,2013,"6,000,000"
Proximal Data,/organization/proximal-data,Software,USA,CA,San Diego,venture,2013-04-01,2013,"1,000,000"
Proximal Data,/organization/proximal-data,Software,USA,CA,San Diego,B,2013-04-01,2013,"2,000,000"
Public Insight Corporation,/organization/public-insight-corporation,Analytics,USA,OH,Hudson,seed,2013-04-01,2013,"100,000"
Pumodo,/organization/pumodo,Mobile,USA,CA,San Francisco,seed,2013-04-01,2013,"173,121"
Purfresh,/organization/purfresh,Clean Technology,USA,CA,Menlo Park,venture,2013-04-01,2013,"1,200,000"
PuzzleSocial Inc.,/organization/puzzlesocial,Mobile Games,USA,NY,New York,seed,2013-04-01,2013,"600,000"
Pylba,/organization/pylba,Mobile,USA,CA,San Mateo,angel,2013-04-01,2013,"1,700,000"
Quantance,/organization/quantance,Mobile,USA,CA,San Mateo,D,2013-04-01,2013,"12,000,000"
Qubole,/organization/qubole,Enterprise Software,USA,CA,Mountain View,A,2013-04-01,2013,"7,000,000"
Quizrr,/organization/quizrr,Software,USA,MO,St Louis,seed,2013-04-01,2013,"150,000"
Radian Memory Systems,/organization/radian-memory-systems,Enterprise Software,USA,CA,Calabasas,angel,2013-04-01,2013,"1,140,000"
RainDance Technologies,/organization/raindance-technologies,Biotechnology,USA,MA,Billerica,E,2013-04-01,2013,"20,000,000"
.Club Domains,/organization/club-domains,Software,USA,FL,Oakland Park,B,2013-05-01,2013,"7,000,000"
818 Sports & Entertainment,/organization/818-sports-entertainment,Entertainment,USA,NY,New York,A,2013-05-01,2013,"25,000,000"
9SLIDES,/organization/9slides,Enterprise Software,USA,WA,Redmond,seed,2013-05-01,2013,"500,000"
AbilTo,/organization/abilto,Health and Wellness,USA,NY,New York,A,2013-05-01,2013,"3,000,000"
ABODO,/organization/abodo,Search,USA,WI,Madison,seed,2013-05-01,2013,"325,000"
Acacia Communications,/organization/acacia-communications,Web Hosting,USA,MA,Maynard,A,2013-05-01,2013,"20,000,000"
Accelera,/organization/accelera,Mobile,USA,CA,Santa Clara,A,2013-05-01,2013,"3,033,472"
Accu-Break Pharmaceuticals,/organization/accu-break-pharmaceuticals,Biotechnology,USA,FL,Fort Lauderdale,seed,2013-05-01,2013,"1,000,000"
Accudial Pharmaceutical,/organization/accudial-pharmaceutical,Biotechnology,USA,FL,Boca Raton,venture,2013-05-01,2013,"2,476,019"
Active Life Scientific,/organization/activelifescientific,Biotechnology,USA,CA,Santa Barbara,A,2013-05-01,2013,"500,000"
Acton Pharmaceuticals,/organization/acton-pharmaceuticals,Biotechnology,USA,MA,Marlborough,B,2013-05-01,2013,"7,000,005"
Acumen Pharmaceuticals,/organization/acumen-pharmaceuticals,Biotechnology,USA,CA,Livermore,seed,2013-05-01,2013,"700,000"
Adaptive Insights,/organization/adaptive-insights,Cloud Data Services,USA,CA,Palo Alto,F,2013-05-01,2013,"45,900,000"
Addvocate,/organization/addvocate,Enterprise Software,USA,CA,San Francisco,seed,2013-05-01,2013,"339,000"
Adly,/organization/ad-ly,Social Media,USA,CA,Beverly Hills,venture,2013-05-01,2013,"2,000,000"
Adomik,/organization/adomik,Advertising,USA,NY,New York,seed,2013-05-01,2013,"1,300,000"
Adtile Technologies Inc.,/organization/adtile,Mobile,USA,CA,San Diego,angel,2013-05-01,2013,"2,700,000"
Advanced Inquiry Systems Inc.,/organization/advanced-inquiry-systems-inc,Semiconductors,USA,OR,Hillsboro,D,2013-05-01,2013,"700,000"
ADVANCED MEDICAL ISOTOPE,/organization/advanced-medical-isotope,Biotechnology,USA,WA,Kennewick,venture,2013-05-01,2013,"525,000"
Ahalogy,/organization/ahalogy,Social Bookmarking,USA,OH,Cincinnati,seed,2013-05-01,2013,"800,000"
Airseed,/organization/airseed,Big Data,USA,CA,San Francisco,seed,2013-05-01,2013,"500,000"
Airware,/organization/airware,Enterprise Software,USA,CA,San Francisco,A,2013-05-01,2013,"12,200,000"
AirWatch,/organization/airwatch,Mobile,USA,GA,Atlanta,A,2013-05-01,2013,"25,000,000"
Akimbo,/organization/akimbo,Games,USA,CA,San Mateo,seed,2013-05-01,2013,"450,000"
Akimbo Financial,/organization/akimbo-financial,Peer-to-Peer,USA,TX,San Antonio,angel,2013-05-01,2013,"850,000"
Akimbo LLC,/organization/akimbo-llc,Software,USA,TN,Chattanooga,seed,2013-05-01,2013,"450,000"
AlephCloud Systems,/organization/alephcloud-systems,Enterprise Software,USA,CA,Sunnyvale,B,2013-05-01,2013,"7,500,000"
Algaeon,/organization/algaeon,Biotechnology,USA,IN,Indianapolis,venture,2013-05-01,2013,"770,864"
AlgEvolve,/organization/algevolve,Clean Technology,USA,MT,Corvallis,venture,2013-05-01,2013,"771,496"
"Alteryx, Inc.",/organization/alteryx,Predictive Analytics,USA,CA,Irvine,A,2013-05-01,2013,"12,000,000"
AltheRx Pharmaceuticals,/organization/altherx-pharmaceuticals,Biotechnology,USA,PA,Exton,venture,2013-05-01,2013,"15,000,000"
Amorfix Life Sciences,/organization/amorfix-life-sciences,Biotechnology,CAN,ON,Toronto,venture,2013-05-01,2013,"113,991"
Amulyte,/organization/amulyte,Health Care,USA,CA,Mountain View,venture,2013-05-01,2013,"255,000"
Andrew Technologies,/organization/andrew-technologies,Biotechnology,USA,CA,Tustin,D,2013-05-01,2013,"6,261,769"
App.io,/organization/app-io,Mobile,USA,CA,San Francisco,seed,2013-05-01,2013,"1,075,000"
Appinions,/organization/appinions,Social Media,USA,NY,New York,A,2013-05-01,2013,"2,600,000"
Apptio,/organization/apptio,Enterprise Software,USA,WA,Bellevue,E,2013-05-01,2013,"45,000,000"
Appurify,/organization/appurify,Testing,USA,CA,San Francisco,A,2013-05-01,2013,"4,500,000"
AppwoRx,/organization/appworx,Enterprise Software,USA,FL,Aventura,venture,2013-05-01,2013,"225,000"
Arav,/organization/arav,Fashion,USA,FL,Naples,venture,2013-05-01,2013,"11,796,300"
ArgoPay,/organization/argopay,Mobile Payments,USA,MA,Boston,seed,2013-05-01,2013,"500,000"
Astrapi,/organization/astrapi,Simulation,USA,TX,Dallas,seed,2013-05-01,2013,"1,500,000"
Atlantis Computing,/organization/atlantis-computing,Enterprise Software,USA,CA,Mountain View,D,2013-05-01,2013,"20,000,000"
