name,crunchlink,category,country,state,city,round,date,year,money
Medsphere Systems,/organization/medsphere-systems,Software,USA,CA,Carlsbad,A,2009-05-01,2009,"8,676,152"
MetaCarta,/organization/metacarta,Video on Demand,USA,MA,Cambridge,venture,2009-05-01,2009,"1,849,000"
Metamark Genetics,/organization/metamark-genetics,Biotechnology,USA,MA,Cambridge,venture,2009-05-01,2009,"2,650,000"
Minyanville,/organization/minyanville,News,USA,NY,New York,A,2009-05-01,2009,"2,200,000"
Mobile On Services,/organization/mobile-on-services,Software,USA,MN,Minneapolis,venture,2009-05-01,2009,"115,000"
Modiv Media,/organization/modiv-media,Public Relations,USA,MA,Quincy,venture,2009-05-01,2009,"2,635,342"
Modumetal,/organization/modumetal,Manufacturing,USA,WA,Seattle,venture,2009-05-01,2009,"2,416,245"
Molecular Templates,/organization/molecular-templates,Health and Wellness,USA,TX,Georgetown,A,2009-05-01,2009,"2,500,000"
Moxie,/organization/moxie-software,Software,USA,CA,Sunnyvale,C,2009-05-01,2009,"10,000,000"
Mozenda,/organization/mozenda,Analytics,USA,UT,Orem,seed,2009-05-01,2009,"1,000,000"
mySupermarket,/organization/mysupermarket,Curated Web,USA,NY,New York,B,2009-05-01,2009,"3,000,000"
Myvu Corporation,/organization/myvu-corporation,Hardware + Software,USA,MA,Hardwick,venture,2009-05-01,2009,"3,250,000"
Nabsys,/organization/nabsys,Biotechnology,USA,RI,Providence,A,2009-05-01,2009,"4,000,000"
Napo Pharmaceuticals,/organization/napo-pharmaceuticals,Biotechnology,USA,CA,San Francisco,venture,2009-05-01,2009,"500,000"
Natcore Technology,/organization/natcore-technology,Clean Technology,USA,NJ,Red Bank,venture,2009-05-01,2009,"5,184,034"
ND Acquisitions,/organization/nd-acquisitions,Biotechnology,USA,TN,Nashville,venture,2009-05-01,2009,"5,473,606"
NDI Medical,/organization/ndi-medical,Health Care,USA,OH,Cleveland,venture,2009-05-01,2009,"2,108,725"
Neogenix Oncology,/organization/neogenix-oncology,Biotechnology,USA,NY,Great Neck,venture,2009-05-01,2009,"15,000,000"
Neokinetics,/organization/neokinetics,Software,USA,ID,Coeur D'alene,venture,2009-05-01,2009,"393,000"
neoSaej,/organization/neosaej,Curated Web,USA,MA,Burlington,venture,2009-05-01,2009,"3,300,000"
Neotropix,/organization/neotropix,Biotechnology,USA,PA,Malvern,venture,2009-05-01,2009,"1,400,000"
Neovasc,/organization/neovasc,Hardware + Software,CAN,ON,Richmond Hill,venture,2009-05-01,2009,"1,503,010"
NeuWave Medical,/organization/neuwave-medical,Health Care,USA,WI,Madison,venture,2009-05-01,2009,"999,999"
Nexio,/organization/nexio,Video Streaming,CAN,QC,Quebec,venture,2009-05-01,2009,"2,750,000"
Nistica,/organization/nistica,Web Hosting,USA,NJ,Bridgewater,venture,2009-05-01,2009,"3,427,670"
Novia CareClinics,/organization/novia-careclinics,Health and Wellness,USA,IN,Indianapolis,venture,2009-05-01,2009,"1,000,000"
NTN Buzztime,/organization/ntn-buzztime,Mobile,USA,CA,Carlsbad,venture,2009-05-01,2009,"2,250,000"
Nymirum,/organization/nymirum,Biotechnology,USA,CA,Mi Wuk Village,venture,2009-05-01,2009,"550,000"
Oceana Therapeutics,/organization/oceana-therapeutics,Biotechnology,USA,NJ,Edison,venture,2009-05-01,2009,"3,000,000"
OLX,/organization/olx,E-Commerce,USA,NY,New York,C,2009-05-01,2009,"5,000,000"
OmniGuide,/organization/omniguide,Clean Technology,USA,MA,Cambridge,venture,2009-05-01,2009,"1,837,144"
OpenSky,/organization/opensky,Social Commerce,USA,NY,New York,A,2009-05-01,2009,"5,000,000"
OpenX,/organization/openx,Advertising Exchanges,USA,CA,Pasadena,C,2009-05-01,2009,"10,000,000"
"Orasi Medical, Inc.",/organization/orasi-medical,Health Care,USA,MN,Minneapolis,B,2009-05-01,2009,"3,500,000"
Orbis Biosciences,/organization/orbis-biosciences,Biotechnology,USA,KS,Kansas City,venture,2009-05-01,2009,"250,000"
Osprey Pharmaceuticals USA,/organization/osprey-pharmaceuticals-usa,Medical,USA,CA,San Francisco,venture,2009-05-01,2009,"5,892,744"
OutSmart Power Systems,/organization/outsmart-power-systems,Hardware + Software,USA,MA,Natick,seed,2009-05-01,2009,"2,000,000"
OwnEnergy,/organization/ownenergy,Clean Technology,USA,NY,Brooklyn,A,2009-05-01,2009,"20,000,000"
PA Semi,/organization/pa-semi,Semiconductors,USA,CA,Santa Clara,B,2009-05-01,2009,"36,000,000"
Palmaz Scientific,/organization/palmaz-scientific,Health Care,USA,CA,Fremont,venture,2009-05-01,2009,"700,000"
Parasol Therapeutics,/organization/parasol-therapeutics,Biotechnology,USA,MA,Cambridge,A,2009-05-01,2009,"3,250,000"
Pathways Platform,/organization/pathways-platform,Internet,USA,AZ,Glendale,seed,2009-05-01,2009,"2,000,000"
PayNearMe,/organization/paynearme,E-Commerce,USA,CA,Sunnyvale,A,2009-05-01,2009,"3,000,000"
Peer39,/organization/peer39,Advertising,USA,NY,New York,C,2009-05-01,2009,"10,500,000"
Peerless Network,/organization/peerless-network,Web Hosting,USA,IL,Chicago,venture,2009-05-01,2009,"10,065,701"
Penthera Partners,/organization/penthera-partners,Mobile,USA,PA,Pittsburgh,A,2009-05-01,2009,"725,000"
PetsDx Veterinary Imaging,/organization/petsdx-veterinary-imaging,Pets,USA,PA,Glenshaw,venture,2009-05-01,2009,"126,829"
PhoneFusion,/organization/phonefusion,Mobile,USA,FL,Fort Lauderdale,venture,2009-05-01,2009,"125,000"
PhotoThera,/organization/photothera,Biotechnology,USA,CA,Carlsbad,D,2009-05-01,2009,"50,000,000"
Pixelligent,/organization/pixelligent,Nanotechnology,USA,MD,Baltimore,venture,2009-05-01,2009,"2,000,000"
PopCap Games,/organization/popcap-games,Games,USA,WA,Seattle,venture,2009-05-01,2009,"7,366,459"
Posit Science,/organization/posit-science,Biotechnology,USA,CA,San Francisco,venture,2009-05-01,2009,"296,054"
Power-One,/organization/power-one,Energy,USA,CA,Camarillo,venture,2009-05-01,2009,"60,000,000"
Powered,/organization/powered,Social Media,USA,TX,Austin,venture,2009-05-01,2009,"5,073,821"
Preferred Commerce,/organization/preferred-commerce,Software,USA,FL,West Palm Beach,venture,2009-05-01,2009,"2,665,121"
Promotional Electronic and Technology Items in UAE | Promotional Products,/organization/stylefeeder,Social Buying,USA,MA,Cambridge,venture,2009-05-01,2009,"500,000"
Proteon Therapeutics,/organization/proteon-therapeutics,Biotechnology,USA,MA,Waltham,B,2009-05-01,2009,"50,000,000"
Quartics,/organization/quartics,Hardware + Software,USA,CA,Irvine,venture,2009-05-01,2009,"13,338,334"
quickhuddle,/organization/quickhuddle,Software,USA,MI,Bloomfield Hills,venture,2009-05-01,2009,"100,000"
Quiet Logistics,/organization/quiet-logistics,Software,USA,MA,Andover,venture,2009-05-01,2009,"1,399,980"
Quofore,/organization/o4,Software,USA,AZ,Phoenix,A,2009-05-01,2009,"15,000,000"
R2 Semiconductor,/organization/r2-semiconductor,Semiconductors,USA,CA,Sunnyvale,A,2009-05-01,2009,"13,000,000"
16 Mile Solutions,/organization/16-mile-solutions,Software,USA,WA,Seattle,venture,2009-06-01,2009,"199,957"
23andMe,/organization/23andme,Biotechnology,USA,CA,Mountain View,B,2009-06-01,2009,"12,600,000"
2U Inc.,/organization/2u,Software,USA,MD,Hyattsville,A,2009-06-01,2009,"10,000,000"
40billion.com,/organization/40billion-com,Entrepreneur,USA,GA,Atlanta,seed,2009-06-01,2009,"380,000"
4Home,/organization/4home,Cloud Computing,USA,CA,Sunnyvale,C,2009-06-01,2009,"500,000"
5to1,/organization/5to1,Internet,USA,WA,Seattle,venture,2009-06-01,2009,"2,492,516"
A-Life Medical,/organization/a-life-medical,Biotechnology,USA,CA,San Diego,venture,2009-06-01,2009,"3,000,000"
A.C. Moore,/organization/ac-moore-craft-store,E-Commerce,USA,NJ,Berlin,venture,2009-06-01,2009,"10,000,000"
Abbey House Media,/organization/abbey-house-media,Bridging Online and Offline,USA,TX,Austin,venture,2009-06-01,2009,"600,000"
Accertify,/organization/accertify,Security,USA,IL,Itasca,B,2009-06-01,2009,"2,431,124"
Admeld,/organization/admeld,Auctions,USA,NY,New York,B,2009-06-01,2009,"8,000,000"
Advanced Liquid Logic,/organization/advanced-liquid-logic,Hardware + Software,USA,NC,Morrisville,venture,2009-06-01,2009,"1,999,999"
Advanced System Designs,/organization/advanced-system-designs,Software,USA,IL,Morton Grove,venture,2009-06-01,2009,"775,000"
AdWhirl,/organization/adwhirl,Mobile,USA,CA,Menlo Park,seed,2009-06-01,2009,"1,000,000"
AffinityClick,/organization/affinityclick,Blogging Platforms,CAN,QC,Gatineau,seed,2009-06-01,2009,"184,711"
AgInfoLink,/organization/aginfolink,Software,USA,CO,Longmont,B,2009-06-01,2009,"5,680,000"
Aileron Therapeutics,/organization/aileron-therapeutics,Biotechnology,USA,MA,Hardwick,D,2009-06-01,2009,"40,000,000"
Airgain,/organization/airgain,Mobile,USA,CA,Carlsbad,C,2009-06-01,2009,"1,900,000"
Alegro Health,/organization/alegro-health,Health and Wellness,CAN,ON,Toronto,venture,2009-06-01,2009,"6,171,709"
Alereon,/organization/alereon,Semiconductors,USA,TX,Austin,venture,2009-06-01,2009,"3,000,000"
Alios BioPharma,/organization/alios-biopharma,Biotechnology,USA,CA,South San Francisco,A,2009-06-01,2009,"8,000,000"
Anacomp,/organization/anacomp,Consulting,USA,CA,San Diego,venture,2009-06-01,2009,"7,500,000"
Anadys,/organization/anadys,Biotechnology,USA,CA,San Diego,venture,2009-06-01,2009,"17,500,000"
Anaphore,/organization/anaphore,Biotechnology,USA,CA,La Jolla,A,2009-06-01,2009,"13,000,000"
Animoto,/organization/animoto,Video,USA,NY,New York,B,2009-06-01,2009,"4,400,000"
Ankeena Networks,/organization/nokeena,Software,USA,CA,Santa Clara,B,2009-06-01,2009,"6,500,000"
Aperto Networks,/organization/aperto-networks,Mobile,USA,CA,Milpitas,venture,2009-06-01,2009,"1,070,983"
Apieron,/organization/apieron,Biotechnology,USA,CA,Menlo Park,D,2009-06-01,2009,"5,900,000"
AppFirst,/organization/appfirst,SaaS,USA,NY,New York,venture,2009-06-01,2009,"1,000,000"
Applied Genetics Technologies Corporation,/organization/applied-genetics-technologies-corporation,Biotechnology,USA,FL,Alachua,C,2009-06-01,2009,"11,800,000"
AutoMedx,/organization/automedx,Biotechnology,USA,TX,Flower Mound,venture,2009-06-01,2009,"150,000"
AVST,/organization/avst,Unifed Communications,USA,CA,Foothill Ranch,venture,2009-06-01,2009,"1,500,009"
Axis Semiconductor,/organization/axis-semiconductor,Semiconductors,USA,MA,Boxborough,venture,2009-06-01,2009,"1,025,000"
Axis Three,/organization/axis-three,Health Care,USA,MA,Boston,venture,2009-06-01,2009,"3,270,000"
Beaumaris Networks,/organization/beaumaris-networks,Internet,USA,MA,Boxborough,venture,2009-06-01,2009,"5,271,847"
BigString,/organization/big-string,Security,USA,NJ,Red Bank,venture,2009-06-01,2009,"175,000"
Bio-Tree Systems,/organization/bio-tree-systems,Software,USA,MA,Framingham,venture,2009-06-01,2009,"950,000"
BioExx Specialty Proteins,/organization/bioexx-specialty-proteins,Biotechnology,CAN,ON,Toronto,venture,2009-06-01,2009,"827,608"
BioMedical Enterprises,/organization/biomedical-enterprises,Biotechnology,USA,TX,San Antonio,venture,2009-06-01,2009,"862,869"
BioMimetic Therapeutics,/organization/biomimetic-therapeutics,Biotechnology,USA,TN,Franklin,venture,2009-06-01,2009,"2,918,951"
BioPoly,/organization/biopoly,Biotechnology,USA,IN,Fort Wayne,venture,2009-06-01,2009,"565,510"
BioTrove,/organization/biotrove,Biotechnology,USA,MA,Woburn,venture,2009-06-01,2009,"13,313,329"
Bleacher Report,/organization/bleacher-report,Blogging Platforms,USA,CA,San Francisco,B,2009-06-01,2009,"3,000,000"
Blue Spark Technologies,/organization/blue-spark-technologies,Batteries,USA,OH,Westlake,venture,2009-06-01,2009,"1,500,000"
Bluespec,/organization/bluespec,Hardware + Software,USA,MA,Waltham,venture,2009-06-01,2009,"2,000,000"
Bonobos,/organization/bonobos,E-Commerce,USA,NY,New York,angel,2009-06-01,2009,"3,000,000"
BOOM! Entertainment,/organization/boom-entertainment,Graphics,USA,CA,Los Angeles,venture,2009-06-01,2009,"1,584,267"
Bridgevine,/organization/bridgevine,Advertising,USA,FL,Vero Beach,C,2009-06-01,2009,"3,500,000"
Britely,/organization/britely,Curated Web,USA,CA,Palo Alto,seed,2009-06-01,2009,"500,000"
Bruder Healthcare,/organization/bruder-healthcare,Biotechnology,USA,GA,Alpharetta,venture,2009-06-01,2009,"5,000,345"
bSafe,/organization/bsafe,Mobile,USA,CA,Palo Alto,seed,2009-06-01,2009,"500,000"
BusinessElite,/organization/businesselite,Social Media,USA,VA,Ashburn,angel,2009-06-01,2009,"200,000"
BuyWithMe,/organization/buywithme,Group Buying,USA,NY,New York,venture,2009-06-01,2009,"282,500"
C2 Therapeutics,/organization/c2-therapeutics,Biotechnology,USA,CA,Redwood City,venture,2009-06-01,2009,"3,017,458"
CardiOx,/organization/cardiox,Biotechnology,USA,OH,Dublin,venture,2009-06-01,2009,"300,000"
CarePartners Plus,/organization/carepartners-plus,Health Care,USA,PA,Horsham,venture,2009-06-01,2009,"1,065,000"
Carrot Medical,/organization/carrot-medical,Health Care,USA,WA,Bothell,angel,2009-06-01,2009,"1,000,000"
Cellay,/organization/cellay,Biotechnology,USA,MA,Cambridge,venture,2009-06-01,2009,"1,000,000"
Celsense,/organization/celsense,Biotechnology,USA,PA,Pittsburgh,venture,2009-06-01,2009,"761,300"
Cempra,/organization/cempra,Biotechnology,USA,NC,Chapel Hill,C,2009-06-01,2009,"46,000,000"
Cerelink,/organization/cerelink,Web Hosting,USA,NM,Corrales,venture,2009-06-01,2009,"120,000"
Certify Data Systems,/organization/certify-data-systems,Enterprise Software,USA,CA,San Jose,B,2009-06-01,2009,"1,600,000"
ChaCha,/organization/chacha,Search,USA,CA,San Francisco,D,2009-06-01,2009,"16,000,000"
ChallengePost,/organization/challengepost,Curated Web,USA,NY,New York,angel,2009-06-01,2009,"500,000"
ClearCount Medical Solutions,/organization/clearcount-medical-solutions,Health Care,USA,PA,Pittsburgh,venture,2009-06-01,2009,"1,909,733"
Cleversafe,/organization/cleversafe,Enterprise Software,USA,IL,Chicago,venture,2009-06-01,2009,"9,010,283"
Cliqset,/organization/cliqset,Messaging,USA,FL,Jacksonville,angel,2009-06-01,2009,"1,500,000"
Cloudera,/organization/cloudera,Enterprise Software,USA,CA,Palo Alto,B,2009-06-01,2009,"6,000,000"
CloudSwitch,/organization/cloudswitch,Software,USA,MA,Burlington,B,2009-06-01,2009,"8,000,000"
CoAxia,/organization/coaxia,Health Care,USA,MN,Maple Grove,D,2009-06-01,2009,"21,500,000"
Compressus,/organization/compressus,Biotechnology,USA,DC,Washington,venture,2009-06-01,2009,"8,147,860"
Confer,/organization/confer,Enterprise Software,USA,OH,Wooster,seed,2009-06-01,2009,"200,000"
Construction Software Technologies,/organization/construction-software-technologies,Software,USA,OH,Cincinnati,venture,2009-06-01,2009,"2,154,038"
Cortria Corporation,/organization/cortria-corporation,Biotechnology,USA,MA,Boston,venture,2009-06-01,2009,"1,841,000"
CREATETHE GROUP,/organization/createthegroup,Services,USA,NY,New York,venture,2009-06-01,2009,"12,000,000"
Cyan,/organization/cyan,Software,USA,CA,Petaluma,C,2009-06-01,2009,"8,832,072"
CyberDefender,/organization/cyberdefender,IT and Cybersecurity,USA,CA,Los Angeles,venture,2009-06-01,2009,"1,106,875"
CyberDefender,/organization/cyberdefender,IT and Cybersecurity,USA,CA,Los Angeles,venture,2009-06-01,2009,"2,000,005"
Cytori Therapeutics,/organization/cytori-therapeutics,Biotechnology,USA,CA,San Diego,venture,2009-06-01,2009,"4,251,700"
DARA BioSciences,/organization/dara-biosciences,Biotechnology,USA,NC,Raleigh,venture,2009-06-01,2009,"1,397,000"
Daylife,/organization/daylife,Publishing,USA,NY,New York,C,2009-06-01,2009,"4,000,000"
Decision Sciences,/organization/decision-sciences,Security,USA,VA,Chantilly,venture,2009-06-01,2009,"400,000"
Delve Networks,/organization/delve-networks,Games,USA,WA,Seattle,venture,2009-06-01,2009,"1,917,800"
Dilithium Networks,/organization/dilithium-networks,Mobile,USA,CA,Petaluma,E,2009-06-01,2009,"8,000,000"
Distributive Networks,/organization/distributive-networks,Mobile,USA,DC,Washington,venture,2009-06-01,2009,"1,000,000"
Document Security Systems,/organization/document-security-systems,Security,USA,NY,Rochester,venture,2009-06-01,2009,"420,000"
Dormir,/organization/dormir,Biotechnology,USA,IN,Carmel,venture,2009-06-01,2009,"8,000,000"
DTT,/organization/dtt,Hospitality,USA,CA,Los Angeles,venture,2009-06-01,2009,"7,000,000"
Element Labs,/organization/element-labs,Curated Web,USA,CA,Santa Clara,B,2009-06-01,2009,"2,000,000"
Elite Pharmaceuticals,/organization/elite-pharmaceuticals,Biotechnology,USA,NJ,Northvale,venture,2009-06-01,2009,"1,000,000"
EndoGastric Solutions,/organization/endogastric-solutions,Health Care,USA,CA,San Mateo,venture,2009-06-01,2009,"3,750,000"
enVista,/organization/envista,Enterprise Software,USA,IN,Carmel,venture,2009-06-01,2009,"2,500,000"
Escapia,/organization/escapia,Software,USA,WA,Seattle,venture,2009-06-01,2009,"1,600,000"
Estech,/organization/estech,Health Care,USA,CA,San Ramon,B,2009-06-01,2009,"19,300,000"
"ev3, Inc",/organization/ev3-inc,Biotechnology,USA,MN,Plymouth,venture,2009-06-01,2009,"34,650,000"
Exact Sciences,/organization/exact-sciences,Biotechnology,USA,WI,Madison,venture,2009-06-01,2009,"8,200,000"
Extreme Enterprises,/organization/extreme-enterprises,Enterprise Software,USA,FL,St. Petersburg,angel,2009-06-01,2009,"200,000"
Extreme Reach,/organization/extreme-reach,Advertising,USA,MA,Needham,venture,2009-06-01,2009,"26,000,031"
Face to Face Live,/organization/face-to-face-live,Mobile,USA,AZ,Scottsdale,venture,2009-06-01,2009,"250,000"
Fancy,/organization/fancy,Online Shopping,USA,NY,New York,angel,2009-06-01,2009,"2,000,000"
Femasys,/organization/femasys,Manufacturing,USA,GA,Suwanee,venture,2009-06-01,2009,"1,750,000"
FertilityAuthority,/organization/fertilityauthority,Social Network Media,USA,NY,New York,angel,2009-06-01,2009,"500,000"
FiberZone Networks,/organization/fiberzone-networks,Analytics,USA,MD,Bethesda,venture,2009-06-01,2009,"8,343,760"
Fifty100,/organization/fifty100,Artists Globally,USA,CA,Los Angeles,venture,2009-06-01,2009,"300,000"
Financeit,/organization/financeit-canada,Financial Services,CAN,ON,Toronto,angel,2009-06-01,2009,"1,300,000"
FireEye,/organization/fireeye,Network Security,USA,CA,Milpitas,D,2009-06-01,2009,"10,230,000"
FireScope,/organization/firescope,Software,USA,CA,Huntington Beach,venture,2009-06-01,2009,"2,547,485"
Flex Biomedical,/organization/flex-biomedical,Biotechnology,USA,WI,Madison,venture,2009-06-01,2009,"812,000"
Foneshow,/organization/foneshow,Video Streaming,USA,ME,Portland,venture,2009-06-01,2009,"500,000"
Format Dynamics,/organization/formate-dynamics,Advertising,USA,CO,Denver,venture,2009-06-01,2009,"1,999,665"
Forterra Systems,/organization/forterra-systems,Software,USA,CA,San Mateo,venture,2009-06-01,2009,"1,200,000"
Galectin Therapeutics,/organization/pro-pharmaceuticals,Biotechnology,USA,GA,Norcross,B,2009-06-01,2009,"500,000"
GameGround,/organization/gameground,Fashion,USA,NY,New York,A,2009-06-01,2009,"4,100,000"
Gather,/organization/gather,News,USA,MA,Boston,D,2009-06-01,2009,"5,300,000"
Gen9,/organization/gen9,Biotechnology,USA,MA,Cambridge,venture,2009-06-01,2009,"500,000"
GenSpera,/organization/genspera,Biotechnology,USA,TX,San Antonio,venture,2009-06-01,2009,"3,038,000"
Global Ad Source,/organization/adfinitum-networks,Advertising,CAN,NL,St. John's,angel,2009-06-01,2009,"250,000"
Good Health Media,/organization/good-health-media,Advertising,USA,NY,New York,A,2009-06-01,2009,"1,000,000"
Grabbit,/organization/grabbit,Social Network Media,USA,CA,San Mateo,seed,2009-06-01,2009,"150,000"
Greenbox,/organization/greenbox,Clean Technology,USA,CA,San Bruno,venture,2009-06-01,2009,"1,000,000"
Gulfstream Technologies,/organization/gulfstream-technologies,Clean Technology,USA,LA,Hackberry,venture,2009-06-01,2009,"250,500"
Halt Medical,/organization/halt-medical,Health Care,USA,CA,Brentwood,venture,2009-06-01,2009,"23,080,518"
Headwater Partners,/organization/headwater-partners,Clean Technology,USA,CA,Redwood City,venture,2009-06-01,2009,"500,000"
High Gear Media,/organization/high-gear-media,Automotive,USA,CA,Menlo Park,B,2009-06-01,2009,"5,500,000"
High Performance SmarteBuilding,/organization/high-performance-smartebuilding,Software,USA,TX,Austin,venture,2009-06-01,2009,"435,000"
HIGHVIEW HEALTHCARE PARTNERS,/organization/highview-healthcare-partners,Biotechnology,USA,NY,Buffalo,venture,2009-06-01,2009,"667,500"
Hydra Dx,/organization/hydra-dx,Biotechnology,USA,CA,Pasadena,venture,2009-06-01,2009,"785,000"
Hyperion Therapeutics,/organization/hyperion,Biotechnology,USA,CA,South San Francisco,C,2009-06-01,2009,"60,000,000"
"IF Technologies, Inc.",/organization/if-technologies-inc,Health Care Information Technology,USA,KY,Lexington,venture,2009-06-01,2009,"750,000"
ImmuRx,/organization/immurx,Biotechnology,USA,NH,Lebanon,venture,2009-06-01,2009,"763,434"
Information Assurance,/organization/information-assurance,Software,USA,DE,Wilmington,venture,2009-06-01,2009,"500,000"
inMEDIA Corporation,/organization/inmedia-corporation,Software,USA,CA,Los Altos,venture,2009-06-01,2009,"230,000"
Innovashop.tv,/organization/innovashop-tv,E-Commerce,USA,CA,Los Angeles,venture,2009-06-01,2009,"4,000,000"
Inspire Medical Systems,/organization/inspire-medical-systems,Health Care,USA,MN,Maple Grove,B,2009-06-01,2009,"17,000,000"
Integrity Digital Solutions,/organization/integrity-digital-solutions,Software,USA,TX,Seminole,venture,2009-06-01,2009,"597,000"
Invoca,/organization/invoca,Internet Marketing,USA,CA,Santa Barbara,A,2009-06-01,2009,"3,500,000"
iovation,/organization/iovation,Security,USA,OR,Portland,venture,2009-06-01,2009,"1,000,000"
ItsOn,/organization/itson,Mobile,USA,CA,Redwood City,venture,2009-06-01,2009,"1,500,000"
JoggleBug,/organization/jogglebug,Software,USA,TN,Madison,venture,2009-06-01,2009,"199,999"
Keas,/organization/keas,Enterprise Software,USA,CA,San Francisco,A,2009-06-01,2009,"11,000,000"
Keraplast Technologies,/organization/keraplast-technologies,Biotechnology,USA,TX,San Antonio,venture,2009-06-01,2009,"2,371,149"
KLD Energy Technologies,/organization/kld-energy-technologies,Clean Technology,USA,TX,Austin,venture,2009-06-01,2009,"1,196,500"
Lathrop PARC Redwood City,/organization/lathrop-parc-redwood-city,Biotechnology,USA,CA,Redwood City,venture,2009-06-01,2009,"1,600,000"
LifeIMAGE,/organization/lifeimage,Health Care,USA,MA,Newton,A,2009-06-01,2009,"2,500,000"
LIFEMODELER,/organization/lifemodeler,Software,USA,CA,San Clemente,venture,2009-06-01,2009,"444,963"
Lightwave Logic,/organization/lightwave-logic,Hardware + Software,USA,DE,Newark,venture,2009-06-01,2009,"855,000"
Limerick BioPharma,/organization/limerick-biopharma,Biotechnology,USA,CA,South San Francisco,A,2009-06-01,2009,"1,500,000"
LiquidPlanner,/organization/liquidplanner,Enterprise Software,USA,WA,Seattle,angel,2009-06-01,2009,"1,000,000"
LiquidPlanner,/organization/liquidplanner,Enterprise Software,USA,WA,Seattle,venture,2009-06-01,2009,"1,400,000"
LocaModa,/organization/locamoda,Advertising,USA,MA,Cambridge,venture,2009-06-01,2009,"900,000"
Loud3r,/organization/loud3r,Curated Web,USA,CA,Pasadena,A,2009-06-01,2009,"1,000,000"
Lyft,/organization/lyft,Software,USA,CA,San Francisco,seed,2009-06-01,2009,"300,000"
Magellan Spine Technologies,/organization/magellan-spine-technologies,Software,USA,CA,Irvine,venture,2009-06-01,2009,"618,060"
MapMyFitness,/organization/mapmyfitness,Android,USA,CO,Denver,venture,2009-06-01,2009,"150,000"
Marketfish,/organization/marketfish,Advertising,USA,WA,Seattle,venture,2009-06-01,2009,"1,575,000"
MediQuest Therapeutics,/organization/mediquest-therapeutics,Biotechnology,USA,WA,Bothell,B,2009-06-01,2009,"23,000,000"
Medivance,/organization/medivance,Biotechnology,USA,CO,Louisville,venture,2009-06-01,2009,"8,070,000"
MEDSEEK,/organization/medseek,Software,USA,AL,Birmingham,venture,2009-06-01,2009,"100,000"
Metrolight,/organization/metrolight,Clean Technology,USA,TN,Franklin,D,2009-06-01,2009,"3,000,000"
Mimosa Systems,/organization/mimosa-systems,Software,USA,CA,Santa Clara,E,2009-06-01,2009,"3,000,000"
Miragen Therapeutics,/organization/miragen-therapeutics,Biotechnology,USA,CO,Boulder,B,2009-06-01,2009,"4,000,000"
Mismi,/organization/mismi,Trading,USA,NY,New York,venture,2009-06-01,2009,"2,800,000"
Modality,/organization/modality,Hardware + Software,USA,NC,Durham,venture,2009-06-01,2009,"687,708"
MOG,/organization/mog,Music,USA,CA,Berkeley,venture,2009-06-01,2009,"1,000,000"
MojoPages,/organization/mojopages,Search,USA,CA,San Diego,A,2009-06-01,2009,"5,000,000"
Molecular Detection,/organization/molecular-detection,Biotechnology,USA,PA,Wayne,venture,2009-06-01,2009,"250,000"
Monocle Solutions Inc.,/organization/kiwi-commons,Task Management,CAN,ON,Richmond Hill,seed,2009-06-01,2009,"1,015,912"
Moontoast,/organization/moontoast,E-Commerce,USA,CA,San Francisco,venture,2009-06-01,2009,"780,000"
Motally,/organization/motally,Wireless,USA,CA,San Francisco,A,2009-06-01,2009,"1,249,999"
mSpoke,/organization/mspoke,Curated Web,USA,PA,Pittsburgh,venture,2009-06-01,2009,"1,496,950"
NanoMedex Pharmaceuticals,/organization/nanomedex-pharmaceuticals,Biotechnology,USA,WI,Middleton,venture,2009-06-01,2009,"500,000"
Nanoscale Components,/organization/nanoscale-components,Nanotechnology,USA,NH,Hudson,venture,2009-06-01,2009,"1,000,000"
NanoStatics Corporation,/organization/nanostatics-corporation,Manufacturing,USA,OH,Circleville,venture,2009-06-01,2009,"326,960"
NanoString Technologies,/organization/nanostring-technologies,Medical,USA,WA,Seattle,C,2009-06-01,2009,"30,000,000"
"Nanovis, Inc.",/organization/nanovis-inc,Nanotechnology,USA,IN,Columbia City,venture,2009-06-01,2009,"100,000"
NeoChord,/organization/neochord,Biotechnology,USA,MN,Eden Prairie,A,2009-06-01,2009,"3,359,055"
Network Foundation Technologies,/organization/network-foundation-technologies,Broadcasting,USA,CA,Century City,venture,2009-06-01,2009,"800,000"
Newser,/organization/newser,News,USA,IL,Chicago,A,2009-06-01,2009,"2,500,000"
NextIO,/organization/nextio,Hardware + Software,USA,TX,Austin,D,2009-06-01,2009,"15,049,056"
Nexus Biosystems,/organization/nexus-biosystems,Biotechnology,USA,CA,Poway,venture,2009-06-01,2009,"5,000,000"
Nicira Networks,/organization/nicira,Web Hosting,USA,CA,Palo Alto,A,2009-06-01,2009,"575,002"
Nuclea Biotechnologies,/organization/nuclea-biotechnologies,Biotechnology,USA,MA,Pittsfield,venture,2009-06-01,2009,"8,903,450"
NutshellMail,/organization/nutshellmail,Email,USA,CA,Atherton,venture,2009-06-01,2009,"607,260"
Nuvotronics,/organization/nuvotronics,Hardware + Software,USA,VA,Blacksburg,venture,2009-06-01,2009,"200,000"
Ocular Therapeutix,/organization/ocular-therapeutix,Biotechnology,USA,MA,Bedford,C,2009-06-01,2009,"15,000,000"
OfferWire,/organization/offerwire,Security,USA,FL,Vero Beach,C,2009-06-01,2009,"3,500,000"
